#Id	Names	Type	Con	RA	Dec	Mag	Size	Sep	PA	Class	Distance	Notes
NGC 3628	NGC 3628/King Hamlet's Ghost/The Trio in Leo/Hotdog Galaxy	Gal	Leo	11h 20m 18s	13° 35' 00"	9.5	13.1' x 3.1'			Sb	25mly	! large edge-on; same field as M65 and M66
NGC 3631	NGC 3631	Gal	UMa	11h 21m 00s	53° 10' 00"	10.4	5' x 4.8'			Sc	70mly	
NGC 3640	NGC 3640	Gal	Leo	11h 21m 06s	03° 14' 00"	10.7	1.1' x 1'					el round small faint near a star
NGC 3655	NGC 3655	Gal	UMa	11h 22m 54s	16° 35' 00"	11.3	1.2' x 0.9'					sp small fuzzy round faint
NGC 3665	NGC 3665	Gal	UMa	11h 24m 42s	38° 46' 00"	11.4	1.6' x 1.2'					el round brt nucleus small
NGC 3672	NGC 3672	Gal	Crt	11h 25m 00s	-09° 48' 00"	11.4	4' x 1.8'			Sc	99mly	
NGC 3675	NGC 3675	Gal	UMa	11h 26m 06s	43° 35' 00"	10.2	6.2' x 3.6'			Sb	40mly	Bright, elongated galaxy with dark structure near nucleus
NGC 3686	NGC 3686	Gal	Leo	11h 27m 42s	17° 13' 00"	11.4	2.4' x 1.8'					sp strlike brt nucleus nebulosit
NGC 3718	NGC 3718	Gal	UMa	11h 32m 36s	53° 04' 00"	10.8	8.2' x 3.5'			SBap	52mly	SBap - mini 5128 w/N3729 m11.3 Pec (Hickson 56 7' south)
NGC 3726	NGC 3726	Gal	UMa	11h 33m 18s	47° 02' 00"	10.4	6' x 4.1'			SBc Ring	55mly	! Sc - S-shaped - mini M83
NGC 3729	NGC 3729	Gal	UMa	11h 33m 48s	53° 08' 00"	11.7	1.8' x 1.3'					pec  starlike nebulosity
NGC 3735	NGC 3735	Gal	Dra	11h 36m 00s	70° 32' 00"	12.0	4.2'					Hickson 55 25' northwest
NGC 3753	NGC 3753	Gal	Leo	11h 37m 54s	21° 59' 00"	14.0	1'					!? Copeland's Septet (Hickson 57)
NGC 381	NGC 381	OCl	Cas	01h 08m 18s	61° 35' 00"	9.3	7'			III 2 p	3.1kly	50 stars
NGC 3810	NGC 3810	Gal	Leo	11h 41m 00s	11° 28' 00"	10.8	3.6' x 2.5'					sp sl lg brt nucleus
NGC 3813	NGC 3813	Gal	UMa	11h 41m 18s	36° 33' 00"	11.7	1.7' x 0.8'					sp oval well defined 1 side brt
NGC 3842	NGC 3842	Gal	Leo	11h 44m 00s	19° 57' 00"	13.3	1'					!? Leo Cluster (A1367)
NGC 3877	NGC 3877	Gal	UMa	11h 46m 06s	47° 30' 00"	11.0	5.3' x 1.2'			Sc	49mly	edge-on; same field as chi UMa
NGC 3887	NGC 3887	Gal	Crt	11h 47m 06s	-16° 51' 00"	10.6	3.5' x 2.7'			SBbc	70mly	
NGC 3893	NGC 3893	Gal	UMa	11h 48m 36s	48° 43' 00"	10.5	4.5' x 2.4'			SBc	55mly	Face on with spiral structure?, knots, embedded stars
NGC 3896	NGC 3896	Gal	UMa	11h 48m 54s	48° 40' 00"	12.9	1.5' x 1'			SBO-a	50mly	
NGC 3898	NGC 3898	Gal	UMa	11h 49m 12s	56° 06' 00"	11.5	2.6' x 1'					sp round brt nucleus
NGC 3900	NGC 3900	Gal	Leo	11h 49m 12s	27° 01' 00"	11.5	1.7' x 0.8'					sp starlike sl neb near 3912
NGC 3912	NGC 3912	Gal	Leo	11h 50m 00s	26° 29' 00"	11.5	54" x 30"					sp small round uniform near 3900
NGC 3917	NGC 3917	Gal	UMa	11h 50m 48s	51° 49' 00"	11.8	5' x 1.1'			Sc	51mly	
NGC 3918	NGC 3918	PN	Cen	11h 50m 18s	-57° 11' 00"	8.0	10"					! the Blue Planetary Nebula, small blue disk
NGC 3938	NGC 3938	Gal	UMa	11h 52m 48s	44° 07' 00"	10.4	5.1' x 5'			Sc	55mly	mottled, face-on
NGC 3941	NGC 3941	Gal	UMa	11h 52m 54s	36° 59' 00"	9.8	3.8' x 2.5'					small bright and elliptical
NGC 3945	NGC 3945	Gal	UMa	11h 53m 12s	60° 40' 00"	10.9	6.4' x 4.2'			SBO-a Ring	65mly	faint bar, almost face-on
NGC 3949	NGC 3949	Gal	UMa	11h 53m 42s	47° 52' 00"	11.0	2.3' x 1.1'					sp oval diffuse uniform brtness
NGC 3953	NGC 3953	Gal	UMa	11h 53m 48s	52° 19' 00"	10.1	6.9' x 3.6'			SBbc	55mly	! Sb
NGC 3955	NGC 3955	Gal	Crt	11h 54m 00s	-23° 10' 00"	11.9	3.1' x 1'			Sa	82mly	
NGC 3962	NGC 3962	Gal	Crt	11h 54m 42s	-13° 59' 00"	10.7	3.4' x 2.8'			Elliptical	97mly	
NGC 3982	NGC 3982	Gal	UMa	11h 56m 30s	55° 08' 00"	11.3	1.7' x 1.3'					sp round elus av brt nucleus
NGC 3998	NGC 3998	Gal	UMa	11h 57m 54s	55° 27' 00"	11.3	3.7' x 1.9'					el brt nucelus elong elus av
NGC 40	NGC 40/Bow Tie Nebula/The Scarab Nebula	PN	Cep	00h 13m 00s	72° 31' 00"	10.7	60" x 40.2"			3b(3)	3.7kly	!! unusual red planetary; 11.6 mag central star
NGC 4026	NGC 4026	Gal	UMa	11h 59m 24s	50° 58' 00"	10.7	5.1' x 1.4'					lense-shaped edge-on near gamma UMa
NGC 4027	NGC 4027	Gal	Crv	11h 59m 30s	-19° 16' 00"	11.1	3.3' x 2.4'			SBd	90mly	distorted
NGC 4030	NGC 4030	Gal	Vir	12h 00m 24s	-01° 06' 00"	11.0	3.1' x 2.2'					sp round brt pretty 2 field star
NGC 4036	NGC 4036	Gal	UMa	12h 01m 24s	61° 53' 00"	10.7	2.4' x 0.9'					el oval brt nucleus small
NGC 4038	NGC 4038/Antennae/Ringtail Galaxies/Mosquito Larvae/Comma Galaxies	Gal	Crv	12h 01m 54s	-18° 52' 00"	10.3	3.4' x 2'			Sp	89mly	! 'Antennae' or 'Rattail' interacting galaxies
NGC 4039	NGC 4039/Antennae/Ringtail Galaxies/Mosquito Larvae/Comma Galaxies	Gal	Crv	12h 01m 54s	-18° 53' 00"	10.6	3.3' x 1.7'			SB	89mly	! 'Antennae' or 'Rattail' interacting galaxies
NGC 404	NGC 404/Mirach's Ghost	Gal	And	01h 09m 24s	35° 43' 00"	10.3	4.3' x 3.9'			E0	11mly	
NGC 4041	NGC 4041	Gal	UMa	12h 02m 12s	62° 08' 00"	11.0	2.4' x 1.8'					sp round brt nucleus av
NGC 4051	NGC 4051	Gal	UMa	12h 03m 12s	44° 32' 00"	11.0	4.5' x 3.6'					sp lg elus nebulosity av
NGC 4085	NGC 4085	Gal	UMa	12h 05m 23s	50° 21' 10"	12.8	2.5' x 0.5'			Sc	78mly	NGC 4088 in same field of view
NGC 4088	NGC 4088	Gal	UMa	12h 05m 36s	50° 33' 00"	10.5	5.8' x 2.5'			SAB(rs)bc	61mly	nearly edge-on; NGC 4085 in same field
NGC 4096	NGC 4096	Gal	UMa	12h 06m 00s	47° 29' 00"	10.6	6' x 1'					Sc - Irregular, mini 253
NGC 4102	NGC 4102	Gal	UMa	12h 06m 24s	52° 43' 00"	11.8	2.2' x 1'					sp hint of elong starlike brt nu
NGC 4111	NGC 4111	Gal	CVn	12h 07m 00s	43° 04' 00"	10.7	4.6' x 1'			Sa	46mly	! bright lens-shaped edge-on spiral
NGC 4143	NGC 4143	Gal	CVn	12h 09m 36s	42° 32' 00"	11.0	1.4' x 0.9'					el round starlike nucleus small
NGC 4147	NGC 4147	GCl	Com	12h 10m 06s	18° 33' 00"	10.4	4.4'			VI	63kly	a thin sliver; NGC 4026 & 4088 nearby
NGC 4150	NGC 4150	Gal	Com	12h 10m 36s	30° 24' 00"	11.6	1.2' x 0.9'					el round starlike nucl a brt sta
NGC 4151	NGC 4151	Gal	CVn	12h 10m 30s	39° 24' 00"	11.6	2.5' x 1.6'					pec uniform round ovalish elus
NGC 4157	NGC 4157	Gal	UMa	12h 11m 06s	50° 29' 00"	11.9	6.9' x 1.7'			G-Sb	73mly	a thin sliver; NGC 4026 & 4088 nearby
NGC 4169	NGC 4169	Gal	Com	12h 12m 12s	29° 10' 00"	13.0	2.1'					The Box, Hickson 61
NGC 4179	NGC 4179	Gal	Vir	12h 12m 54s	01° 18' 00"	11.6	2.7' x 0.6'					el edge-on well distinct arms
NGC 4203	NGC 4203	Gal	Com	12h 15m 06s	33° 12' 00"	11.0	1.8' x 1.5'					el sl oval faint brt nucleus av
NGC 4206	NGC 4206	Gal	Vir	12h 16m 20s	12° 54' 33"	12.1	4' x 0.7'				78mly	
NGC 4214	NGC 4214/NGC 4228	Gal	CVn	12h 15m 36s	36° 20' 00"	9.1	9.6' x 8.1'			Iab(s)m	13mly	large irregular galaxy, stellar core
NGC 4216	NGC 4216/Silver Streak Galaxy	Gal	Vir	12h 15m 54s	13° 09' 00"	10.0	7.8' x 1.8'			SBb	55mly	! nearly edge-on; with NGC 4206 and 4222
NGC 4244	NGC 4244/Silver Needle Galaxy/Sherman Way Galaxy	Gal	CVn	12h 17m 30s	37° 48' 00"	10.4	15.9' x 1.8'			Sc	15mly	!! large distinct edge-on spiral
NGC 4245	NGC 4245	Gal	Com	12h 17m 36s	29° 36' 00"	11.1	1.5' x 1'					sp elus starlike hint elong av
NGC 4251	NGC 4251	Gal	Com	12h 18m 06s	28° 10' 00"	10.2	2.3' x 0.5'					sp round starlike nebulosity
NGC 4261	NGC 4261	Gal	Vir	12h 19m 24s	05° 49' 00"	10.3	54" x 42"					el round uniform fuzzy elus
NGC 4273	NGC 4273	Gal	Vir	12h 19m 54s	05° 21' 00"	11.6	1.5' x 1'					sp starlike near group stars
NGC 4274	NGC 4274	Gal	Com	12h 19m 48s	29° 37' 00"	10.4	6.8' x 2.4'			SBab Ring	54mly	NGCs 4278/83/86 in same field
NGC 4278	NGC 4278	Gal	Com	12h 20m 06s	29° 17' 00"	10.2	4' x 3.9'			Elliptical	41mly	
NGC 4281	NGC 4281	Gal	Vir	12h 20m 24s	05° 23' 00"	11.3	66" x 36"					el elus starlike hint neb av
NGC 4293	NGC 4293	Gal	Com	12h 21m 12s	18° 23' 00"	11.5	4.6' x 1.6'					pec edge-on granulated elus elon
NGC 4298	NGC 4298	Gal	Com	12h 21m 30s	14° 36' 00"	11.4	3.2' x 1.9'					w/mag11.6 N4302 (5.2'x1.1') dark lane
NGC 4314	NGC 4314	Gal	Com	12h 22m 30s	29° 54' 00"	10.6	3.9' x 3.7'			SBa	55mly	
NGC 4346	NGC 4346	Gal	CVn	12h 23m 30s	47° 00' 00"	11.1	3.2' x 1.3'			SBO	44mly	
NGC 4350	NGC 4350	Gal	Com	12h 24m 00s	16° 42' 00"	11.0	108" x 30"					Nice lenticular galaxy with elliptical companion
NGC 436	NGC 436	OCl	Cas	01h 16m 00s	58° 49' 00"	8.8	5'			I 3 m	7.9kly	49 stars
NGC 4361	NGC 4361/Lawn Sprinkler	PN	Crv	12h 24m 30s	-18° 47' 00"	10.9	1.33'			3a(2)	2.5kly	!! Big, gray, oval with 13-mag central star
NGC 4365	NGC 4365	Gal	Vir	12h 24m 30s	07° 19' 00"	11.1	1.3' x 1'					el round faint nucleus brter
NGC 4371	NGC 4371	Gal	Vir	12h 24m 54s	11° 42' 00"	11.6	2.2' x 1.2'					Bsp brt lg oval opaque brt nucl
NGC 4388	NGC 4388	Gal	Vir	12h 25m 48s	12° 40' 00"	11.0	5.1' x 1.4'					with M84 and M86 in Markarian's Chain
NGC 4394	NGC 4394	Gal	Com	12h 25m 54s	18° 13' 00"	11.2	2.3' x 2.3'					Bsp round brt nuc av near M85
NGC 4414	NGC 4414	Gal	Com	12h 26m 30s	31° 13' 00"	10.1	3.6' x 2'			Sc	62mly	!! Bright elongated Sc galaxy with black-eye?
NGC 4419	NGC 4419	Gal	Com	12h 26m 54s	15° 03' 00"	11.4	2.2' x 0.6'					! el elong brt nucl fainter arm av
NGC 4429	NGC 4429	Gal	Vir	12h 27m 24s	11° 07' 00"	11.2	3.3' x 1'					! SO lenticular, bright, elongated, with 2 bright field stars
NGC 4435	NGC 4435/The "Eyes"/Copeland's Eyes	Gal	Vir	12h 27m 42s	13° 05' 00"	10.8	3' x 2.2'			SBO	50mly	! paired with NGC 4438 to form the "Eyes"
NGC 4438	NGC 4438/The "Eyes"/Copeland's Eyes	Gal	Vir	12h 27m 48s	13° 00' 00"	10.2	8.5' x 3'			Sa	55mly	! paired with NGC 4435 to form the "Eyes"
NGC 4442	NGC 4442	Gal	Vir	12h 28m 06s	09° 48' 00"	10.8	1.8' x 0.9'					el ovalish starlike neb small
NGC 4448	NGC 4448	Gal	Com	12h 28m 12s	28° 37' 00"	11.4	2.8' x 1'					sp sl elong uniform av elus
NGC 4449	NGC 4449/The Box Galaxy	Gal	CVn	12h 28m 12s	44° 06' 00"	9.6	6.2' x 4.9'			Ir	12mly	bright with odd rectangular shape
NGC 4450	NGC 4450	Gal	Com	12h 28m 30s	17° 05' 00"	10.1	5.4' x 4.1'			Sab	55mly	! Sab - dark lanes
NGC 4458	NGC 4458	Gal	Com	12h 30m 00s	13° 07' 40"	12.1	1.5' x 1.2'				89mly	
NGC 4459	NGC 4459	Gal	Com	12h 29m 00s	13° 59' 00"	10.9	1.2' x 1'					el brt sl elong
NGC 4461	NGC 4461	Gal	Com	12h 30m 06s	13° 04' 11"	11.1	2.6' x 1'				54mly	
NGC 4473	NGC 4473	Gal	Com	12h 29m 48s	13° 26' 00"	10.1	1.6' x 0.9'					el round starlike nucl brt
NGC 4477	NGC 4477	Gal	Com	12h 30m 00s	14° 38' 00"	10.7	2.4' x 2.2'					sp round starlike nucl fair brt
NGC 4478	NGC 4478	Gal	Vir	12h 30m 18s	12° 20' 00"	10.9	48" x 42"					el round starlike elus neb small
NGC 4485	NGC 4485/Cocoon Galaxy	Gal	CVn	12h 30m 30s	41° 42' 00"	11.9	2.4' x 1.8'			Ir	32mly	
NGC 4490	NGC 4490/Cocoon Galaxy	Gal	CVn	12h 30m 36s	41° 39' 00"	9.8	6.4' x 3.2'			SBcd	25mly	! extensive core, looping arm - interacting w/m11.6 N4485
NGC 4494	NGC 4494	Gal	Com	12h 31m 24s	25° 46' 00"	9.8	4.5' x 4.3'			Elliptical	47mly	Round, elliptical galaxy, bright stellar core near field star
NGC 4517	NGC 4517/NGC 4437	Gal	Vir	12h 32m 48s	00° 07' 00"	10.4	10.2' x 1.7'			Sc	30mly	! faint edge-on spiral
NGC 4526	NGC 4526/Hairy Eyebrow Galaxy	Gal	Vir	12h 34m 00s	07° 42' 00"	9.7	7' x 2.5'			SBO	55mly	! between two 7-mag stars; the "Lost Galaxy"
NGC 4527	NGC 4527	Gal	Vir	12h 34m 06s	02° 39' 00"	11.5	5.3' x 1'					sp elong uniform brightness
NGC 4535	NGC 4535/The lost Galaxy of Copeland	Gal	Vir	12h 34m 18s	08° 12' 00"	10.0	6.9' x 5.4'			SBc	52mly	near M49 and 3/4° N of NGC 4526
NGC 4536	NGC 4536	Gal	Vir	12h 34m 24s	02° 11' 00"	10.6	7.1' x 3.1'			SBbc	51mly	Distorted galaxy with dimmer NGC4527 (m10.4 mottled spindle) - 3C273 1.4 degrees west
NGC 4546	NGC 4546	Gal	Vir	12h 35m 30s	-03° 48' 00"	10.0	1.8' x 0.8'					el round nebulsoity uniform
NGC 4550	NGC 4550	Gal	Vir	12h 35m 30s	12° 13' 00"	11.7	84" x 24"					el round brt nucleus elusive
NGC 4559	NGC 4559/Koi Fish Galaxy	Gal	Com	12h 36m 00s	27° 58' 00"	10.0	11' x 4.9'			SBc	30mly	! Diffuse elongated galaxy with spiral structure
NGC 4564	NGC 4564	Gal	Vir	12h 36m 27s	11° 26' 21"	11.1	2.3' x 1'				70mly	
NGC 4565	NGC 4565/The Needle Galaxy/Flying Saucer Galaxy	Gal	Com	12h 36m 18s	25° 59' 00"	9.6	14.9' x 2'			Sb	44mly	!! superb edge-on spiral with dust lane
NGC 4567	NGC 4567/The Siamese Twins/Fish & Chips Galaxies	Gal	Vir	12h 36m 30s	11° 15' 00"	11.3	3.1' x 2.2'			Sbc	83mly	! Siamese Twins interacting galaxies
NGC 4568	NGC 4568/The Siamese Twins/Fish & Chips Galaxies	Gal	Vir	12h 36m 36s	11° 14' 00"	10.8	4.6' x 2.2'			Sbc	68mly	! Siamese Twins interacting galaxies
NGC 457	NGC 457/Owl Cluster/ET Cluster	OCl+Ast	Cas	01h 19m 30s	58° 17' 00"	6.4	20'			I 3 r	7.922kly	!! 80*. Stick figure with 2 bright stars as eyes. rich; one of the best Cas. clusters
NGC 4570	NGC 4570	Gal	Vir	12h 36m 54s	07° 15' 00"	10.9	2.4' x 0.5'					el fuzzy round
NGC 4596	NGC 4596	Gal	Vir	12h 39m 54s	10° 11' 00"	11.4	1.8' x 2.2'					Bsp round starlike nucleus
NGC 4605	NGC 4605/Faberge Egg Galaxy	Gal	UMa	12h 40m 00s	61° 36' 00"	10.9	5.8' x 2.2'			SB(s)c pec	17mly	bright, distinct edge-on spiral
NGC 4618	NGC 4618/IC 3667	Gal	CVn	12h 41m 36s	41° 09' 00"	10.8	4.2' x 3.4'			SB	25mly	! Sc pec, mottled, spiral structure - w/N4625 (m12.3)
NGC 4625	NGC 4625/IC 3675	Gal	CVn	12h 41m 54s	41° 16' 00"	12.4	2.3' x 1.9'			SB pec	27mly	
NGC 4627	NGC 4627/The Club with 4631/The Pup	Gal	CVn	12h 42m 00s	32° 34' 00"	12.4	2.2' x 1.7'			Elliptical	31mly	
NGC 4631	NGC 4631/The Whale Galaxy	Gal	CVn	12h 42m 06s	32° 32' 00"	9.2	15.2' x 2.8'			SBcd	25mly	!! large edge-on; look for companion 4627
NGC 4636	NGC 4636	Gal	Vir	12h 42m 48s	02° 41' 00"	10.4	1.4' x 1.3'					el round brt nucleus
NGC 4638	NGC 4638	Gal	Vir	07h 42m 48s	11° 26' 33"	11.2	1.583' x 0.917'				70mly	
NGC 4643	NGC 4643	Gal	Vir	12h 43m 18s	01° 59' 00"	10.6	1.65' x 0.9'					Bsp round starlike brt nucleus
NGC 4654	NGC 4654	Gal	Vir	12h 44m 00s	13° 08' 00"	11.0	4.2' x 2.2'					sp lg elong stands out well
NGC 4656,4657	NGC 4656,4657/Hockey Stick Galaxy/Fishhook Galaxy	Gal	CVn	12h 44m 00s	32° 10' 00"	10.5	15.3' x 2.4'			SB	25mly	!! in field with 4631; NE end curves up
NGC 4660	NGC 4660	Gal	Vir	12h 44m 30s	11° 11' 00"	10.9	1.5' x 0.8'					el round starlike nebulosity
NGC 4665	NGC 4665	Gal	Vir	12h 45m 06s	03° 03' 00"	11.1	3.1' x 2.1'					Bsp almost stellar small
NGC 4666	NGC 4666	Gal	Vir	12h 45m 06s	00° 28' 00"	10.7	4.5' x 1.4'			SBc	60mly	! Like M104, w/faint companion NGC4668, N4653 20' west
NGC 4689	NGC 4689	Gal	Com	12h 47m 48s	13° 46' 00"	11.5	2.2' x 2'					sp round uniform av
NGC 4697	NGC 4697	Gal	Vir	12h 48m 36s	-05° 48' 00"	10.5	2.2' x 1.4'					el brt nucleus lg uniform
NGC 4698	NGC 4698	Gal	Vir	12h 48m 24s	08° 29' 00"	11.3	3' x 1.1'					! easy, sp sl elong near 2 field stars
NGC 4699	NGC 4699/Vinyl LP Galaxy	Gal	Vir	12h 49m 00s	-08° 40' 00"	9.5	3.8' x 2.8'			SBb	85mly	! elongated spiral, small & bright; look for NGC 4697 3° N
NGC 4710	NGC 4710	Gal	Com	12h 49m 36s	15° 10' 00"	11.0	4.9' x 1.6'			Sa	55mly	
NGC 4725	NGC 4725/Ti-Fighter Galaxy	Gal	Com	12h 50m 24s	25° 30' 00"	9.4	10.4' x 7.2'			SBab Ring	42mly	!! Backwards S, bright core, big and diffuse
NGC 4753	NGC 4753	Gal	Vir	12h 52m 24s	-01° 12' 00"	10.8	3.3' x 1.1'					sp brt elong uniform brt
NGC 4754	NGC 4754	Gal	Vir	12h 52m 18s	11° 19' 00"	10.5	1' x 1.2'					el round brt nucl neb uniform
NGC 4762	NGC 4762	Gal	Vir	12h 52m 54s	11° 14' 00"	10.2	8.7' x 1.6'					! flattest galaxy known; 4754 in same field
NGC 4781	NGC 4781	Gal	Vir	12h 54m 24s	-10° 32' 00"	11.2	2.3' x 1.1'					sp uniform elong elus
NGC 4782	NGC 4782	Gal	Crv	12h 54m 36s	-12° 34' 00"	11.7	2.3' x 1.3'			EO	187mly	
NGC 4783	NGC 4783	Gal	Crv	12h 54m 36s	-12° 34' 00"	11.5	2.3' x 1.3'			EO	187mly	
NGC 4800	NGC 4800	Gal	CVn	12h 54m 36s	46° 42' 00"	11.1	1.2' x 1'					sp round brt stands out well
NGC 4845	NGC 4845	Gal	Vir	12h 58m 00s	01° 35' 00"	11.5	4.2' x 0.7'					sp elong uniform brt easy
NGC 4856	NGC 4856	Gal	Vir	12h 59m 18s	-15° 02' 00"	11.5	2' x 0.7'					eloval brt nucl easy to see
NGC 4866	NGC 4866	Gal	Vir	12h 59m 30s	14° 10' 00"	11.4	6.8' x 0.8'					Elongated spiral galaxy with brighter nucleus and embedded field star
NGC 4874	NGC 4874	Gal	Com	12h 59m 36s	27° 58' 00"	11.9	2.7'					!? Coma Cluster (A1656) also N4889 (m11.4)
NGC 488	NGC 488/Whirligig galaxy	Gal	Psc	01h 21m 48s	05° 15' 00"	10.3	5.4' x 3.9'			Sb Ring	95mly	
NGC 4900	NGC 4900	Gal	Vir	13h 00m 36s	02° 30' 00"	11.3	1.7' x 1.5'					sp starlike center oval small
NGC 4945	NGC 4945	Gal	Cen	13h 05m 24s	-49° 28' 00"	9.2	15' x 2'					Sc, large, elongated, and dim
NGC 4958	NGC 4958	Gal	Vir	13h 05m 48s	-08° 01' 00"	10.9	1.7' x 0.7'					el round starlike uniform brt
NGC 4995	NGC 4995	Gal	Vir	13h 09m 42s	-07° 50' 00"	11.2	2' x 1.1'					sp sl elong elus uniform av
NGC 5005	NGC 5005	Gal	CVn	13h 10m 54s	37° 03' 00"	9.8	5.8' x 2.9'			SBbc	70mly	! bright elongated spiral near alpha CVn, NGC 5033 nearby
NGC 5033	NGC 5033	Gal	CVn	13h 13m 24s	36° 36' 00"	10.1	10.5' x 5.6'					large bright spiral near NGC 5005
NGC 5053	NGC 5053	GCl	Com	13h 16m 30s	17° 42' 00"	9.0	10'			XI	57kly	
NGC 5054	NGC 5054	Gal	Vir	13h 17m 00s	-16° 38' 00"	10.9	5.1' x 2.8'			Sbc	63mly	big, face-on spiral
NGC 5102	NGC 5102/Iota's Ghost	Gal	Cen	13h 22m 00s	-36° 38' 00"	9.3	8.3' x 3.5'			SA0	12mly	SO - round
NGC 5128	NGC 5128/Centaurus A/Hamburger Galaxy	Gal	Cen	13h 25m 30s	-43° 01' 00"	7.2	10' x 8'					!!
NGC 5139	NGC 5139/Omega Centauri Cluster	GCl	Cen	13h 26m 48s	-47° 29' 00"	3.7	36'					!!
NGC 5195	NGC 5195	Gal	CVn	13h 30m 00s	47° 16' 00"	9.6	5.9' x 4.6'			SBO-a	26mly	
NGC 524	NGC 524	Gal	Psc	01h 24m 48s	09° 32' 00"	10.6	3.2'					el small round  brt nucleus
NGC 5247	NGC 5247	Gal	Vir	13h 38m 06s	-17° 53' 00"	10.5	5' x 4'					! Sb - backward S
NGC 5248	NGC 5248	Gal	Boo	13h 37m 30s	08° 53' 00"	10.3	5.9' x 4.5'			SBbc	75mly	Diffuse Sc galaxy with brighter core and broad spiral arms
NGC 5273	NGC 5273	Gal	CVn	13h 42m 06s	35° 39' 00"	11.5	54" x 48"					el brt nucleus av stands out wel
NGC 5322	NGC 5322	Gal	UMa	13h 49m 18s	60° 12' 00"	10.0	1.4' x 1.4'					el round brt nucleus
NGC 5353	NGC 5353	Gal	CVn	13h 53m 30s	40° 17' 00"	11.1	2.8' x 1.5'					N5353 Group, 4 galaxies in 12' field - N5353/4 interacting, 5371 m11.3 Sb 27' east (Hickson 68)
NGC 5363	NGC 5363	Gal	Vir	13h 56m 06s	05° 15' 00"	10.1	4' x 2.5'			Ellipt.	85mly	near 5364
NGC 5364	NGC 5364	Gal	Vir	13h 56m 12s	05° 01' 00"	11.2	6.7' x 5.4'			SA(rs)bc pec	70mly	Face-on spiral with faint spiral structure, w/mag10.2 N5363
NGC 5466	NGC 5466	GCl	Boo	14h 05m 30s	28° 32' 00"	9.2	9'			XII	52kly	loose class XII; like rich open cl.; faint
NGC 5473	NGC 5473	Gal	UMa	14h 04m 42s	54° 54' 00"	11.4	54" x 42"					el companion to M101 round  elus.
NGC 5474	NGC 5474	Gal	UMa	14h 05m 00s	53° 40' 00"	11.4	4' x 2.9'					sp near M101 dim diffuse elusive
NGC 55	NGC 55	Gal	Scl	00h 15m 06s	-39° 11' 00"	7.9	31.2' x 5.9'			SBp	6.2mly	Irregular
NGC 5557	NGC 5557	Gal	Boo	14h 18m 24s	36° 30' 00"	11.6	54" x 48"					el small brt nucleus nebulosity
NGC 5566	NGC 5566	Gal	Vir	14h 20m 18s	03° 56' 00"	10.4	5.6' x 1.1'					! edge-on galaxy with brighter core and suspect spiral structure, with NGC5574 and 5576
NGC 5576	NGC 5576	Gal	Vir	14h 21m 06s	03° 16' 00"	11.7	60" x 48"					el small faint  brt nuc  nebulosity
NGC 559	NGC 559	OCl	Cas	01h 29m 30s	63° 18' 00"	9.5	4'					60 righ bright loosely scattered
NGC 5631	NGC 5631	Gal	UMa	14h 26m 36s	56° 35' 00"	11.4	42" x 42"					sp small round  faint difficult
NGC 5634	NGC 5634	GCl	Vir	14h 29m 36s	-05° 59' 00"	9.5	5.5'			IV	82kly	
NGC 5676	NGC 5676	Gal	Boo	14h 32m 48s	49° 27' 00"	11.2	3.9' x 1.8'			Sbc	113mly	Sc - easy, elongated, even brightness, with spiral structure
NGC 5689	NGC 5689	Gal	Boo	14h 35m 30s	48° 44' 00"	11.9	3.3' x 1'			SBO-a	116mly	
NGC 5694	NGC 5694	GCl	Hya	14h 39m 36s	-26° 32' 00"	11.0	2.2'					small fuzzy smudge  brt nucleus
NGC 5746	NGC 5746/Blade & Pearl Galaxy/The Mini Sombrero	Gal	Vir	14h 44m 54s	01° 57' 00"	10.3	6.9' x 1.2'			SBb	95mly	! faint, large, edge-on near 109 Virginis
NGC 578	NGC 578	Gal	Cet	01h 30m 30s	-22° 40' 00"	10.9	4.8' x 3'			SBc	70mly	
NGC 584	NGC 584/Little Spindle Galaxy	Gal	Cet	01h 31m 18s	-06° 52' 00"	10.4	3.8' x 2.4'			SO?(lent)	76mly	
NGC 5846	NGC 5846	Gal	Vir	15h 06m 30s	01° 36' 00"	10.0	4.9' x 4.4'			Sba-b	84mly	w/5846A, 5839, 45, and 50(SBb) - all others ellipticals
NGC 5897	NGC 5897/Ghost Globular	GCl	Lib	15h 17m 24s	-21° 01' 00"	8.5	12.6'			XI	41kly	
NGC 5907	NGC 5907/Splinter Galaxy/Cat Scratch Galaxy/Knife Edge Galaxy	Gal	Dra	15h 15m 54s	56° 20' 00"	10.3	11.8' x 1.3'			Sc	50mly	!! fine edge-on with dust lane; near 5866
NGC 5921	NGC 5921	Gal	Ser	15h 21m 54s	05° 04' 00"	10.8	4'					SBb - face-on
NGC 596	NGC 596	Gal	Cet	01h 32m 54s	-07° 02' 00"	10.9	3.5'					el very small circular
NGC 5982	NGC 5982	Gal	Dra	15h 38m 42s	59° 21' 00"	10.9	72" x 48"					el round fuzzy very small
NGC 5986	NGC 5986/Dunlop 552	GCl	Lup	15h 46m 06s	-37° 47' 00"	7.6	9.6'			VII	36.5kly	
NGC 6015	NGC 6015	Gal	Dra	15h 51m 24s	62° 18' 00"	11.1	5.4' x 2.1'			Sc	55mly	
